True Values,Predicted Values,True Characters,Predicted Characters,Character Distance,Matching
0.18,0.1781036,N,N,0,1
-0.46,-0.23956716,E,H,3,0
-0.3,-0.20966814,G,I,2,0
-0.3,-0.03719902,G,L,5,0
-0.11,-0.053059928,K,L,1,0
0.6,0.106395625,P,N,2,0
0.6,0.27126515,P,O,1,0
-0.39,-0.23720554,F,H,2,0
-0.26,-0.16529605,H,J,2,0
0.37,-0.061636448,O,L,3,0
-0.56,-0.034167103,E,L,7,0
0.56,0.24658237,P,O,1,0
-0.19,0.14177577,I,N,5,0
-0.3,-0.1675281,G,J,3,0
0.09,-0.13918474,N,J,4,0
-0.4,-0.061917096,F,L,6,0
-0.14,-0.07962882,J,K,1,0
0.42,0.158594,P,N,2,0
0.37,0.3778736,O,O,0,1
-0.32,-0.36563563,G,F,1,0
-0.09,-0.18665826,K,I,2,0
-0.05,-0.11470628,L,K,1,0
-0.02,0.055236496,L,M,1,0
0.39,0.2019063,P,N,2,0
0.46,0.14827183,P,N,2,0
0.09,-0.1890723,N,I,5,0
-0.35,-0.22571363,G,H,1,0
-0.55,-0.10258587,E,K,6,0
0.58,0.043759108,P,M,3,0
0.21,0.17124608,N,N,0,1
-0.51,0.30158675,E,O,10,0
0.49,-0.26471186,P,H,8,0
-0.51,-0.31808212,E,G,2,0
-0.02,-0.16334432,L,J,2,0
0.26,-0.070613205,O,K,4,0
0.07,0.22536765,M,O,2,0
0.12,0.2248756,N,O,1,0
-0.02,-0.15765813,L,J,2,0
0.02,-0.1718053,M,J,3,0
0.02,-0.14162123,M,J,3,0
-0.16,0.039651945,J,M,3,0
-0.05,0.15465978,L,N,2,0
-0.18,-0.33772495,I,G,2,0
-0.11,-0.1955862,K,I,2,0
-0.11,-0.049079336,K,L,1,0
0.04,-0.0009769052,M,M,0,1
-0.04,0.021976866,L,M,1,0
0.18,0.2250377,N,O,1,0
-0.46,-0.2461094,E,H,3,0
-0.3,-0.23943774,G,H,1,0
-0.3,-0.05387401,G,L,5,0
-0.11,-0.056699798,K,L,1,0
0.6,0.10113329,P,N,2,0
0.6,0.256966,P,O,1,0
-0.39,-0.24911186,F,H,2,0
-0.26,-0.17589553,H,I,1,0
0.37,-0.06880919,O,L,3,0
-0.56,-0.036041446,E,L,7,0
0.56,0.24840072,P,O,1,0
-0.19,0.16345371,I,N,5,0
-0.3,-0.16032925,G,J,3,0
0.09,-0.12731847,N,J,4,0
-0.4,-0.051448822,F,L,6,0
-0.14,-0.07476559,J,K,1,0
0.42,0.12699005,P,N,2,0
0.37,0.26685968,O,O,0,1
-0.32,-0.26010704,G,H,1,0
-0.09,-0.18416472,K,I,2,0
-0.05,-0.10439214,L,K,1,0
-0.02,0.06243962,L,M,1,0
0.39,0.19259289,P,N,2,0
0.46,0.16031222,P,N,2,0
0.09,-0.18837565,N,I,5,0
-0.35,-0.22628582,G,H,1,0
-0.55,-0.09334183,E,K,6,0
0.58,0.046202794,P,M,3,0
0.21,0.17302006,N,N,0,1
-0.51,0.31036252,E,O,10,0
0.49,-0.2638281,P,H,8,0
-0.51,-0.32992944,E,G,2,0
-0.02,-0.16998026,L,J,2,0
0.26,-0.0671173,O,L,3,0
0.07,0.24237543,M,O,2,0
0.12,0.23700547,N,O,1,0
-0.02,-0.14826353,L,J,2,0
0.02,-0.17698535,M,I,4,0
0.02,-0.14135858,M,J,3,0
-0.16,0.032798536,J,M,3,0
-0.05,0.13693342,L,N,2,0
0.11,0.20345153,N,N,0,1
-0.11,-0.21020281,K,I,2,0
-0.11,-0.05735166,K,L,1,0
0.04,0.0083739795,M,M,0,1
-0.04,0.010660984,L,M,1,0
0.18,0.24186784,N,O,1,0
-0.46,-0.24458133,E,H,3,0
-0.3,-0.23261468,G,H,1,0
-0.3,-0.055075284,G,L,5,0
-0.11,-0.05388253,K,L,1,0
0.6,0.078032225,P,M,3,0
0.6,0.23974341,P,O,1,0
-0.39,-0.24815914,F,H,2,0
-0.26,-0.16864133,H,J,2,0
0.37,-0.06777687,O,L,3,0
-0.56,-0.04178428,E,L,7,0
0.56,0.2529487,P,O,1,0
-0.19,0.15933008,I,N,5,0
-0.3,-0.16528295,G,J,3,0
0.09,-0.117682844,N,K,3,0
-0.4,-0.03968875,F,L,6,0
-0.14,-0.0717832,J,K,1,0
0.42,0.11231182,P,N,2,0
0.37,0.27263838,O,O,0,1
-0.32,-0.20909831,G,I,2,0
-0.09,-0.20269544,K,I,2,0
-0.05,-0.083234884,L,K,1,0
-0.02,0.004805766,L,M,1,0
0.39,0.19316132,P,N,2,0
0.46,0.15272011,P,N,2,0
0.09,-0.18725252,N,I,5,0
-0.35,-0.22429788,G,H,1,0
-0.55,-0.08209867,E,K,6,0
0.58,0.05635483,P,M,3,0
0.21,0.17141628,N,N,0,1
-0.51,0.3120275,E,O,10,0
0.49,-0.26307544,P,H,8,0
-0.51,-0.3374692,E,G,2,0
-0.02,-0.16338181,L,J,2,0
0.26,-0.0661521,O,L,3,0
0.07,0.25430146,M,O,2,0
0.12,0.22841707,N,O,1,0
-0.02,-0.14636421,L,J,2,0
0.02,-0.15738314,M,J,3,0
0.02,-0.12176429,M,K,2,0
-0.16,0.03616932,J,M,3,0
-0.05,0.12658557,L,N,2,0
0.11,0.18686575,N,N,0,1
-0.11,-0.18771192,K,I,2,0
-0.11,-0.07190161,K,K,0,1
0.04,0.010180868,M,M,0,1
-0.04,0.022218922,L,M,1,0
0.18,0.2385695,N,O,1,0
-0.46,-0.23228472,E,H,3,0
-0.3,-0.23939297,G,H,1,0
-0.3,-0.043552615,G,L,5,0
-0.11,-0.05412876,K,L,1,0
0.6,0.06440602,P,M,3,0
0.6,0.2512033,P,O,1,0
-0.39,-0.23092301,F,H,2,0
-0.26,-0.15846106,H,J,2,0
0.37,-0.069379725,O,L,3,0
-0.56,-0.040080413,E,L,7,0
0.56,0.2541685,P,O,1,0
-0.19,0.16666007,I,N,5,0
-0.3,-0.1696445,G,J,3,0
0.09,-0.111816846,N,K,3,0
-0.4,-0.032655023,F,L,6,0
-0.14,-0.060259886,J,L,2,0
0.42,0.113693856,P,N,2,0
0.37,0.27738807,O,O,0,1
-0.32,-0.22224464,G,I,2,0
-0.09,-0.18336576,K,I,2,0
-0.05,-0.07807422,L,K,1,0
-0.02,0.065770105,L,M,1,0
0.39,0.18383414,P,N,2,0
0.46,0.14623296,P,N,2,0
0.09,-0.18136185,N,I,5,0
-0.35,-0.2252013,G,H,1,0
-0.55,-0.07521869,E,K,6,0
0.58,0.0651218,P,M,3,0
0.21,0.17147511,N,N,0,1
-0.51,0.3264652,E,O,10,0
0.49,-0.26265162,P,H,8,0
-0.51,-0.33075702,E,G,2,0
-0.02,-0.15483344,L,J,2,0
0.26,-0.05410964,O,L,3,0
0.07,0.24758205,M,O,2,0
0.12,0.2572304,N,O,1,0
-0.02,-0.1385419,L,J,2,0
0.02,-0.13955963,M,J,3,0
0.02,-0.10931576,M,K,2,0
-0.16,0.05979307,J,M,3,0
-0.05,0.14692253,L,N,2,0
0.11,0.18977123,N,N,0,1
-0.11,-0.19735134,K,I,2,0
-0.47,-0.11901888,E,K,6,0
0.04,0.013392447,M,M,0,1
-0.04,0.015728403,L,M,1,0
0.18,0.2335592,N,O,1,0
-0.46,-0.22194123,E,I,4,0
-0.3,-0.23593765,G,H,1,0
-0.3,-0.034833364,G,L,5,0
-0.11,-0.04736382,K,L,1,0
0.6,0.061213765,P,M,3,0
0.6,0.25178772,P,O,1,0
-0.39,-0.22928903,F,H,2,0
-0.26,-0.14406428,H,J,2,0
0.37,-0.065596245,O,L,3,0
-0.56,-0.035679862,E,L,7,0
0.56,0.24666728,P,O,1,0
-0.19,0.18018684,I,N,5,0
-0.3,-0.17304145,G,J,3,0
0.09,-0.10891077,N,K,3,0
-0.4,-0.031180315,F,L,6,0
-0.14,-0.05318632,J,L,2,0
0.42,0.1157198,P,N,2,0
0.37,0.29585725,O,O,0,1
-0.32,-0.2193265,G,I,2,0
-0.09,-0.19269118,K,I,2,0
-0.05,-0.08562371,L,K,1,0
-0.02,0.058179997,L,M,1,0
0.39,0.15855998,P,N,2,0
0.46,0.14539674,P,N,2,0
0.09,-0.17682736,N,I,5,0
-0.35,-0.22638458,G,H,1,0
-0.55,-0.08047259,E,K,6,0
0.58,0.06885612,P,M,3,0
0.21,0.17473325,N,N,0,1
-0.51,0.3238791,E,O,10,0
0.49,-0.26369214,P,H,8,0
-0.51,-0.3170597,E,G,2,0
-0.02,-0.14558813,L,J,2,0
0.26,-0.062304266,O,L,3,0
0.07,0.23570421,M,O,2,0
0.12,0.2606952,N,O,1,0
-0.02,-0.15033206,L,J,2,0
0.02,-0.15500298,M,J,3,0
0.02,-0.12515461,M,J,3,0
-0.16,0.054099947,J,M,3,0
-0.05,0.13738301,L,N,2,0
0.11,0.16995247,N,N,0,1
-0.11,-0.21128218,K,I,2,0
-0.47,-0.12491561,E,J,5,0
-0.12,0.025497876,K,M,2,0
-0.04,-0.004304748,L,L,0,1
0.18,0.21009655,N,N,0,1
-0.46,-0.22467676,E,H,3,0
-0.3,-0.23162335,G,H,1,0
-0.3,-0.02457482,G,L,5,0
-0.11,-0.042771637,K,L,1,0
0.6,0.058157012,P,M,3,0
0.6,0.24740553,P,O,1,0
-0.39,-0.22437315,F,H,2,0
-0.26,-0.13476732,H,J,2,0
0.37,-0.057932936,O,L,3,0
-0.56,-0.040351585,E,L,7,0
0.56,0.23121543,P,O,1,0
-0.19,0.18805343,I,N,5,0
-0.3,-0.17294724,G,J,3,0
0.09,-0.108315416,N,K,3,0
-0.4,-0.03370572,F,L,6,0
-0.14,-0.058354236,J,L,2,0
0.42,0.11508493,P,N,2,0
0.37,0.30233893,O,O,0,1
-0.32,-0.2167491,G,I,2,0
-0.09,-0.20707852,K,I,2,0
-0.05,-0.09882595,L,K,1,0
-0.02,0.10495174,L,N,2,0
0.39,0.16141854,P,N,2,0
0.46,0.17561793,P,N,2,0
0.09,-0.18734902,N,I,5,0
-0.35,-0.23497109,G,H,1,0
-0.55,-0.095774494,E,K,6,0
0.58,0.065929286,P,M,3,0
0.21,0.18205434,N,N,0,1
-0.51,0.33002165,E,O,10,0
0.49,-0.26009953,P,H,8,0
-0.51,-0.30955184,E,G,2,0
-0.02,-0.14257899,L,J,2,0
0.26,-0.070599705,O,K,4,0
0.07,0.231511,M,O,2,0
0.12,0.26057303,N,O,1,0
-0.02,-0.15214118,L,J,2,0
0.02,-0.1577673,M,J,3,0
0.02,-0.124131605,M,K,2,0
-0.16,0.051916473,J,M,3,0
-0.05,0.13841635,L,N,2,0
0.11,0.17044061,N,N,0,1
-0.11,-0.19588885,K,I,2,0
-0.47,-0.11498411,E,K,6,0
-0.12,0.023692347,K,M,2,0
-0.12,0.14391923,K,N,3,0
0.18,0.17412806,N,N,0,1
-0.46,-0.23392834,E,H,3,0
-0.3,-0.2332162,G,H,1,0
-0.3,-0.022275105,G,L,5,0
-0.11,-0.048773155,K,L,1,0
0.6,0.056346346,P,M,3,0
0.6,0.2420342,P,O,1,0
-0.39,-0.22182278,F,I,3,0
-0.26,-0.14305499,H,J,2,0
0.37,-0.05511146,O,L,3,0
-0.56,-0.04967933,E,L,7,0
0.56,0.20753661,P,N,2,0
-0.19,0.18290427,I,N,5,0
-0.3,-0.16731602,G,J,3,0
0.09,-0.11164627,N,K,3,0
-0.4,-0.040808186,F,L,6,0
-0.14,-0.07690647,J,K,1,0
0.42,0.109659895,P,N,2,0
0.37,0.2950141,O,O,0,1
-0.32,-0.21269178,G,I,2,0
-0.09,-0.2027903,K,I,2,0
-0.05,-0.09274911,L,K,1,0
-0.02,0.107372224,L,N,2,0
0.39,0.096609585,P,N,2,0
0.46,0.17319879,P,N,2,0
0.09,-0.23254533,N,H,6,0
-0.35,-0.24526134,G,H,1,0
-0.55,-0.11618262,E,K,6,0
0.58,0.060123794,P,M,3,0
0.21,0.18534684,N,N,0,1
-0.51,0.3431529,E,O,10,0
0.49,-0.2588983,P,H,8,0
-0.51,-0.32626396,E,G,2,0
-0.02,-0.14805621,L,J,2,0
0.26,-0.0775225,O,K,4,0
0.07,0.22342065,M,O,2,0
0.12,0.26550648,N,O,1,0
-0.02,-0.1472336,L,J,2,0
0.02,-0.16024417,M,J,3,0
0.02,-0.12774037,M,J,3,0
-0.16,0.038532667,J,M,3,0
-0.05,0.13150463,L,N,2,0
0.11,0.16681485,N,N,0,1
-0.11,-0.16330549,K,J,1,0
-0.47,-0.105241776,E,K,6,0
-0.12,0.014237136,K,M,2,0
-0.12,0.13519463,K,N,3,0
0.07,0.14041412,M,N,1,0
-0.46,-0.25321582,E,H,3,0
-0.3,-0.25169545,G,H,1,0
-0.3,-0.025936902,G,L,5,0
-0.11,-0.06545885,K,L,1,0
0.6,0.05256828,P,M,3,0
0.6,0.23437598,P,O,1,0
-0.39,-0.22639081,F,H,2,0
-0.26,-0.16748478,H,J,2,0
0.37,-0.05922144,O,L,3,0
-0.56,-0.06411477,E,L,7,0
0.56,0.175532,P,N,2,0
-0.19,0.15904362,I,N,5,0
-0.3,-0.16391796,G,J,3,0
0.09,-0.11648609,N,K,3,0
-0.4,-0.048362076,F,L,6,0
-0.14,-0.09659113,J,K,1,0
0.42,0.09851688,P,N,2,0
0.37,0.27470672,O,O,0,1
-0.32,-0.21351734,G,I,2,0
-0.09,-0.19476962,K,I,2,0
-0.05,-0.09744532,L,K,1,0
-0.02,0.100571364,L,N,2,0
0.39,0.09268387,P,N,2,0
0.46,0.19444746,P,N,2,0
0.09,-0.23959106,N,H,6,0
-0.35,-0.2744593,G,H,1,0
-0.55,-0.14915028,E,J,5,0
0.58,0.046152756,P,M,3,0
0.21,0.18004492,N,N,0,1
-0.51,0.35410112,E,O,10,0
0.49,-0.2585552,P,H,8,0
-0.51,-0.35139504,E,G,2,0
-0.02,-0.15805799,L,J,2,0
0.26,-0.0819756,O,K,4,0
0.07,0.21717067,M,O,2,0
0.12,0.26546234,N,O,1,0
-0.02,-0.14692214,L,J,2,0
0.02,-0.154711,M,J,3,0
0.02,-0.13200396,M,J,3,0
-0.16,0.026396193,J,M,3,0
-0.05,0.130988,L,N,2,0
0.11,0.16805932,N,N,0,1
-0.11,-0.15097103,K,J,1,0
-0.47,-0.10735327,E,K,6,0
-0.12,0.006225258,K,M,2,0
-0.12,0.12735917,K,N,3,0
0.07,0.13263969,M,N,1,0
-0.04,0.2531843,L,O,3,0
-0.3,-0.27540854,G,H,1,0
-0.3,-0.040850367,G,L,5,0
-0.11,-0.04513473,K,L,1,0
0.6,0.046095345,P,M,3,0
0.6,0.24668324,P,O,1,0
-0.39,-0.26027223,F,H,2,0
-0.26,-0.19180058,H,I,1,0
0.37,-0.06351362,O,L,3,0
-0.56,-0.06019993,E,L,7,0
0.56,0.13933685,P,N,2,0
-0.19,0.13292924,I,N,5,0
-0.3,-0.1935755,G,I,2,0
0.09,-0.11608874,N,K,3,0
-0.4,-0.04201241,F,L,6,0
-0.14,-0.1033828,J,K,1,0
0.42,0.08340369,P,M,3,0
0.37,0.2589536,O,O,0,1
-0.32,-0.22493625,G,H,1,0
-0.09,-0.18597148,K,I,2,0
-0.05,-0.09669735,L,K,1,0
-0.02,0.102473155,L,N,2,0
0.39,0.09504002,P,N,2,0
0.46,0.20161478,P,N,2,0
0.09,-0.19944493,N,I,5,0
-0.35,-0.30210534,G,G,0,1
-0.55,-0.12186409,E,K,6,0
0.58,0.005372837,P,M,3,0
0.21,0.17090875,N,N,0,1
-0.51,0.35232764,E,O,10,0
0.49,-0.26287615,P,H,8,0
-0.51,-0.37061882,E,F,1,0
-0.02,-0.16373244,L,J,2,0
0.26,-0.08339205,O,K,4,0
0.07,0.21567944,M,O,2,0
0.12,0.25879776,N,O,1,0
-0.02,-0.15078734,L,J,2,0
0.02,-0.15338647,M,J,3,0
0.02,-0.123105,M,K,2,0
-0.16,0.026868358,J,M,3,0
-0.05,0.166749,L,N,2,0
0.11,0.17037824,N,N,0,1
-0.11,-0.20505339,K,I,2,0
-0.47,-0.11478807,E,K,6,0
-0.12,0.015065581,K,M,2,0
-0.12,0.13384792,K,N,3,0
0.07,0.12999734,M,N,1,0
-0.04,0.25924298,L,O,3,0
0.05,-0.16843572,M,J,3,0
-0.3,-0.047343045,G,L,5,0
-0.11,-0.060415618,K,L,1,0
0.6,0.06309272,P,M,3,0
0.6,0.24491099,P,O,1,0
-0.39,-0.24049091,F,H,2,0
-0.26,-0.22326186,H,H,0,1
0.37,-0.047394045,O,L,3,0
-0.56,-0.07543598,E,K,6,0
0.56,0.11460674,P,N,2,0
-0.19,0.11610303,I,N,5,0
-0.3,-0.1996308,G,I,2,0
0.09,-0.11208754,N,K,3,0
-0.4,-0.038324624,F,L,6,0
-0.14,-0.09963093,J,K,1,0
0.42,0.07645422,P,M,3,0
0.37,0.24753597,O,O,0,1
-0.32,-0.23849314,G,H,1,0
-0.09,-0.17746453,K,I,2,0
-0.05,-0.089070894,L,K,1,0
-0.02,0.107210174,L,N,2,0
0.39,0.09969772,P,N,2,0
0.46,0.22042885,P,O,1,0
0.09,-0.23041862,N,H,6,0
-0.35,-0.31818718,G,G,0,1
-0.55,-0.092721865,E,K,6,0
0.58,0.01386901,P,M,3,0
0.21,0.15129733,N,N,0,1
-0.51,0.34497097,E,O,10,0
0.49,-0.25423154,P,H,8,0
-0.51,-0.3635954,E,F,1,0
-0.02,-0.16214782,L,J,2,0
0.26,-0.08058734,O,K,4,0
0.07,0.21920954,M,O,2,0
0.12,0.25129583,N,O,1,0
-0.02,-0.15724862,L,J,2,0
0.02,-0.1556737,M,J,3,0
0.02,-0.12529014,M,J,3,0
-0.16,0.028402038,J,M,3,0
-0.05,0.15968591,L,N,2,0
0.11,0.1717082,N,N,0,1
-0.11,-0.20333552,K,I,2,0
-0.47,-0.10940762,E,K,6,0
-0.12,0.024444357,K,M,2,0
-0.12,0.13877715,K,N,3,0
0.07,0.14471605,M,N,1,0
-0.04,0.26093155,L,O,3,0
0.05,-0.16699566,M,J,3,0
-0.05,-0.19662848,L,I,3,0
-0.11,-0.05771289,K,L,1,0
0.6,0.054854013,P,M,3,0
0.6,0.2543258,P,O,1,0
-0.39,-0.24258533,F,H,2,0
-0.26,-0.23067583,H,H,0,1
0.37,-0.052021794,O,L,3,0
-0.56,-0.06498831,E,L,7,0
0.56,0.12873743,P,N,2,0
-0.19,0.13242865,I,N,5,0
-0.3,-0.20919652,G,I,2,0
0.09,-0.103731185,N,K,3,0
-0.4,-0.03752338,F,L,6,0
-0.14,-0.09834702,J,K,1,0
0.42,0.07811799,P,M,3,0
0.37,0.24602322,O,O,0,1
-0.32,-0.24536164,G,H,1,0
-0.09,-0.17423368,K,I,2,0
-0.05,-0.07752398,L,K,1,0
-0.02,0.10884145,L,N,2,0
0.39,0.10035087,P,N,2,0
0.46,0.22139758,P,O,1,0
0.09,-0.22884849,N,H,6,0
-0.35,-0.32561237,G,G,0,1
-0.55,-0.04725352,E,L,7,0
0.58,0.01962126,P,M,3,0
0.21,0.14618932,N,N,0,1
-0.51,0.3410951,E,O,10,0
0.49,-0.25686133,P,H,8,0
-0.51,-0.36192635,E,F,1,0
-0.02,-0.15038009,L,J,2,0
0.26,-0.075618364,O,K,4,0
0.07,0.22780454,M,O,2,0
0.12,0.23787282,N,O,1,0
-0.02,-0.16656156,L,J,2,0
0.02,-0.15964979,M,J,3,0
0.02,-0.12898037,M,J,3,0
-0.16,0.021806873,J,M,3,0
-0.05,0.15583855,L,N,2,0
0.11,0.17295837,N,N,0,1
-0.11,-0.22071333,K,I,2,0
-0.47,-0.12705362,E,J,5,0
-0.12,0.010865219,K,M,2,0
-0.12,0.12915024,K,N,3,0
0.07,0.14173661,M,N,1,0
-0.04,0.25453213,L,O,3,0
0.05,-0.17972957,M,I,4,0
-0.05,-0.22428508,L,H,4,0
-0.02,-0.119798444,L,K,1,0
0.6,0.033072487,P,M,3,0
0.6,0.239996,P,O,1,0
-0.39,-0.24731189,F,H,2,0
-0.26,-0.223099,H,H,0,1
0.37,-0.05169286,O,L,3,0
-0.56,-0.060296223,E,L,7,0
0.56,0.13668114,P,N,2,0
-0.19,0.13978867,I,N,5,0
-0.3,-0.21358274,G,I,2,0
0.09,-0.09569806,N,K,3,0
-0.4,-0.033083335,F,L,6,0
-0.14,-0.09708629,J,K,1,0
0.42,0.07840227,P,M,3,0
0.37,0.2477682,O,O,0,1
-0.32,-0.24689257,G,H,1,0
-0.09,-0.1723915,K,J,1,0
-0.05,-0.0719691,L,K,1,0
-0.02,0.10695206,L,N,2,0
0.39,0.101868056,P,N,2,0
0.46,0.21842965,P,O,1,0
0.09,-0.20998123,N,I,5,0
-0.35,-0.32127482,G,G,0,1
-0.55,-0.045044266,E,L,7,0
0.58,0.019912302,P,M,3,0
0.21,0.12728454,N,N,0,1
-0.51,0.3390442,E,O,10,0
0.49,-0.24153587,P,H,8,0
-0.51,-0.36157343,E,F,1,0
-0.02,-0.13816056,L,J,2,0
0.26,-0.074862346,O,K,4,0
0.07,0.23690033,M,O,2,0
0.12,0.23088092,N,O,1,0
-0.02,-0.172016,L,J,2,0
0.02,-0.16204414,M,J,3,0
0.02,-0.13417739,M,J,3,0
-0.16,0.017285064,J,M,3,0
-0.05,0.16168068,L,N,2,0
0.11,0.1795887,N,N,0,1
-0.11,-0.23411301,K,H,3,0
-0.47,-0.13776785,E,J,5,0
-0.12,0.0074243248,K,M,2,0
-0.12,0.12617958,K,N,3,0
0.07,0.15034625,M,N,1,0
-0.04,0.24956268,L,O,3,0
0.05,-0.16274022,M,J,3,0
-0.05,-0.22417912,L,H,4,0
-0.02,-0.120371476,L,K,1,0
-0.28,-0.007917702,H,L,4,0
0.6,0.20418347,P,N,2,0
-0.39,-0.26923424,F,H,2,0
-0.26,-0.23244065,H,H,0,1
0.37,-0.09390022,O,K,4,0
-0.56,-0.06790268,E,L,7,0
0.56,0.22957247,P,O,1,0
-0.19,0.19030373,I,N,5,0
-0.3,-0.20838311,G,I,2,0
0.09,-0.084823534,N,K,3,0
-0.4,-0.07112334,F,K,5,0
-0.14,-0.094010755,J,K,1,0
0.42,0.105443776,P,N,2,0
0.37,0.23564044,O,O,0,1
-0.32,-0.26975086,G,H,1,0
-0.09,-0.17838833,K,I,2,0
-0.05,-0.06848551,L,L,0,1
-0.02,0.12912413,L,N,2,0
0.39,0.10110201,P,N,2,0
0.46,0.21007884,P,N,2,0
0.09,-0.20519859,N,I,5,0
-0.35,-0.3141719,G,G,0,1
-0.55,-0.044702612,E,L,7,0
0.58,0.015816003,P,M,3,0
0.21,0.17738487,N,N,0,1
-0.51,0.3558366,E,O,10,0
0.49,-0.2507169,P,H,8,0
-0.51,-0.37506133,E,F,1,0
-0.02,-0.13553946,L,J,2,0
0.26,-0.08099774,O,K,4,0
0.07,0.2373135,M,O,2,0
0.12,0.23613344,N,O,1,0
-0.02,-0.17961118,L,I,3,0
0.02,-0.16573168,M,J,3,0
0.02,-0.15073833,M,J,3,0
-0.16,0.015700638,J,M,3,0
-0.05,0.16674632,L,N,2,0
0.11,0.189822,N,N,0,1
-0.11,-0.2501885,K,H,3,0
-0.47,-0.1403259,E,J,5,0
-0.12,-0.0064711794,K,L,1,0
-0.12,0.12245676,K,N,3,0
0.07,0.13695617,M,N,1,0
-0.04,0.22399025,L,O,3,0
0.05,-0.1803067,M,I,4,0
-0.05,-0.24081373,L,H,4,0
-0.02,-0.1405496,L,J,2,0
-0.28,-0.032832414,H,L,4,0
0.07,0.0891123,M,N,1,0
-0.39,-0.29425552,F,G,1,0
-0.26,-0.25068504,H,H,0,1
0.37,-0.103049636,O,K,4,0
-0.56,-0.09628682,E,K,6,0
0.56,0.18592887,P,N,2,0
-0.19,0.2061341,I,N,5,0
-0.3,-0.21962887,G,I,2,0
0.09,-0.109447576,N,K,3,0
-0.4,-0.0850601,F,K,5,0
-0.14,-0.14332238,J,J,0,1
0.42,0.07238857,P,M,3,0
0.37,0.19226544,O,N,1,0
-0.32,-0.27067742,G,H,1,0
-0.09,-0.18527742,K,I,2,0
-0.05,-0.083665915,L,K,1,0
-0.02,0.12044488,L,N,2,0
0.39,0.08299666,P,M,3,0
0.46,0.19132772,P,N,2,0
0.09,-0.18945935,N,I,5,0
-0.35,-0.29955328,G,G,0,1
-0.55,-0.042259812,E,L,7,0
0.58,0.02304802,P,M,3,0
0.21,0.16933183,N,N,0,1
-0.51,0.26423857,E,O,10,0
0.49,-0.20034774,P,I,7,0
-0.51,-0.30338296,E,G,2,0
-0.02,-0.13047425,L,J,2,0
0.26,-0.0854045,O,K,4,0
0.07,0.2237762,M,O,2,0
0.12,0.25157472,N,O,1,0
-0.02,-0.18700187,L,I,3,0
0.02,-0.16717294,M,J,3,0
0.02,-0.14938852,M,J,3,0
-0.16,0.0016176179,J,M,3,0
-0.05,0.16695191,L,N,2,0
0.11,0.19613329,N,N,0,1
-0.11,-0.24628653,K,H,3,0
-0.47,-0.15241753,E,J,5,0
-0.12,0.0018739402,K,M,2,0
-0.12,0.09450792,K,N,3,0
0.07,0.1269265,M,N,1,0
-0.04,0.21557671,L,O,3,0
0.05,-0.18474957,M,I,4,0
-0.05,-0.2683421,L,H,4,0
-0.02,-0.16889377,L,J,2,0
-0.28,-0.05587963,H,L,4,0
0.07,0.07706208,M,M,0,1
0.32,0.24495694,O,O,0,1
-0.26,-0.2624124,H,H,0,1
0.37,-0.09380525,O,K,4,0
-0.56,-0.036753602,E,L,7,0
0.56,0.18160428,P,N,2,0
-0.19,0.22005153,I,O,6,0
-0.3,-0.29171196,G,G,0,1
0.09,-0.11574712,N,K,3,0
-0.4,-0.08346091,F,K,5,0
-0.14,-0.15588811,J,J,0,1
0.42,0.1280555,P,N,2,0
0.37,0.1799177,O,N,1,0
-0.32,-0.31380245,G,G,0,1
-0.09,-0.19563657,K,I,2,0
-0.05,-0.1034739,L,K,1,0
-0.02,0.112010404,L,N,2,0
0.39,0.08746078,P,M,3,0
0.46,0.19183277,P,N,2,0
0.09,-0.20486957,N,I,5,0
-0.35,-0.30352363,G,G,0,1
-0.55,-0.0398582,E,L,7,0
0.58,0.02657526,P,M,3,0
0.21,0.19262263,N,N,0,1
-0.51,0.29535466,E,O,10,0
0.49,-0.15006115,P,J,6,0
-0.51,-0.37089142,E,F,1,0
-0.02,-0.13357306,L,J,2,0
0.26,-0.13921447,O,J,5,0
0.07,0.21764544,M,O,2,0
0.12,0.250775,N,O,1,0
-0.02,-0.19697054,L,I,3,0
0.02,-0.16703849,M,J,3,0
0.02,-0.1469976,M,J,3,0
-0.16,-0.0023506135,J,M,3,0
-0.05,0.18691066,L,N,2,0
0.11,0.19627887,N,N,0,1
-0.11,-0.24264205,K,H,3,0
-0.47,-0.14757875,E,J,5,0
-0.12,0.025497548,K,M,2,0
-0.12,0.11530003,K,N,3,0
0.07,0.18634968,M,N,1,0
-0.04,0.2689565,L,O,3,0
0.05,-0.22142489,M,I,4,0
-0.05,-0.24655995,L,H,4,0
-0.02,-0.12305094,L,K,1,0
-0.28,-0.01893875,H,L,4,0
0.07,0.12628035,M,N,1,0
0.32,0.31343153,O,O,0,1
0.12,-0.20627818,N,I,5,0
0.37,-0.10104379,O,K,4,0
-0.56,-0.044437237,E,L,7,0
0.56,0.19352223,P,N,2,0
-0.19,0.22239435,I,O,6,0
-0.3,-0.26728395,G,H,1,0
0.09,-0.15839717,N,J,4,0
-0.4,-0.06844586,F,L,6,0
-0.14,-0.17757413,J,I,1,0
0.42,0.12442039,P,N,2,0
0.37,0.20366253,O,N,1,0
-0.32,-0.3059643,G,G,0,1
-0.09,-0.1742335,K,I,2,0
-0.05,-0.104147576,L,K,1,0
-0.02,0.10071732,L,N,2,0
0.39,0.07165604,P,M,3,0
0.46,0.17589712,P,N,2,0
